题目1: 817.0÷344.0+544.0=
题目8052: 771.0+880.0÷282.0×574.0=
题目8053: 706.0÷579.0=
题目8054: 734.0×540.0=
题目8055: 531.0÷278.0÷369.0=
题目8056: (835.0-551.0)×990.0=
题目8057: 349.0×560.0×288.0=
题目8058: 396.0÷591.0+795.0=
题目8059: 412.0×761.0+333.0=
题目8060: 5.0×794.0+467.0=
题目8061: 151.0×972.0=
题目8062: 27.0×587.0×180.0=
题目8063: (411.0-335.0)×956.0=
题目8064: 747.0-475.0+927.0=
题目8065: 844.0+427.0×941.0=
题目8066: 511.0×521.0×381.0=
题目8067: 335.0×364.0=
题目8068: 875.0-128.0-744.0=
题目8069: 177.0÷983.0×721.0=
题目8070: 765.0-160.0=
题目8071: 157.0×467.0+783.0=
题目8072: 768.0+257.0-682.0=
题目8073: 955.0÷746.0+847.0=
题目8074: 388.0+44.0=
题目8075: 972.0÷86.0=
题目8076: 524.0+697.0×356.0=
题目8077: 532.0÷822.0+347.0=
题目8078: 817.0-452.0=
题目8079: 434.0+201.0=
题目8080: 974.0×275.0=
题目8081: 467.0-91.0+42.0=
题目8082: 840.0-407.0=
题目8083: (475.0-387.0)÷715.0=
题目8084: 990.0+286.0×482.0=
题目8085: 397.0+417.0÷665.0=
题目8086: 51.0×939.0×723.0=
题目8087: 821.0-632.0=
题目8088: 680.0-825.0+688.0=
题目8089: 590.0×785.0=
题目8090: 193.0-145.0-19.0=
题目8091: 451.0÷156.0=
题目8092: 13.0×213.0=
题目8093: 363.0×342.0=
题目8094: 290.0÷546.0=
题目8095: 501.0+305.0×683.0=
题目8096: 857.0÷509.0×46.0=
题目8097: 645.0×115.0=
题目8098: (500.0-237.0)÷554.0=
题目8099: 619.0+152.0-496.0=
题目8100: 530.0÷74.0×422.0=
题目8101: 672.0+678.0÷484.0+689.0=
题目8102: 413.0×668.0+605.0=
题目8103: 431.0+324.0÷249.0=
题目8104: 721.0÷564.0+978.0=
题目8105: 539.0÷600.0=
题目8106: 320.0÷894.0=
题目8107: 849.0+346.0+287.0+829.0=
题目8108: 902.0-233.0=
题目8109: 479.0+759.0=
题目8110: 415.0×199.0=
题目8111: 890.0×574.0=
题目8112: 816.0+336.0×812.0+550.0=
题目8113: 2.0+972.0-46.0=
题目8114: 73.0+480.0-6.0=
题目8115: 904.0+740.0=
题目8116: 64.0÷111.0=
题目8117: 678.0+674.0÷219.0×825.0=
题目8118: 974.0-241.0=
题目8119: 701.0×319.0=
题目8120: 629.0×911.0=
题目8121: 286.0×79.0÷591.0=
题目8122: 734.0+554.0÷50.0=
题目8123: 834.0÷230.0=
题目8124: 346.0+752.0=
题目8125: 565.0×897.0+511.0=
题目8126: 642.0-511.0=
题目8127: 446.0+203.0÷360.0=
题目8128: 786.0×974.0×938.0=
题目8129: 956.0+700.0÷105.0+427.0=
题目8130: 441.0+913.0=
题目8131: 348.0×457.0×334.0=
题目8132: 468.0×850.0÷324.0=
题目8133: 837.0-504.0=
题目8134: 104.0+39.0=
题目8135: 123.0×259.0+212.0=
题目8136: 628.0-211.0=
题目8137: 760.0×454.0×383.0=
题目8138: 801.0+72.0=
题目8139: 246.0÷49.0=
题目8140: 896.0×926.0+108.0=
题目8141: 98.0÷618.0÷572.0=
题目8142: 986.0+326.0+378.0=
题目8143: 841.0+755.0-575.0=
题目8144: 615.0×61.0=
题目8145: 9.0×52.0=
题目8146: 28.0+702.0×951.0=
题目8147: 152.0×549.0=
题目8148: 813.0÷177.0=
题目8149: 59.0×592.0+438.0=
题目8150: 645.0-18.0=
题目8151: 166.0÷74.0=
题目8152: 300.0÷1.0+891.0=
题目8153: 921.0×633.0÷766.0=
题目8154: 973.0÷217.0÷465.0=
题目8155: 108.0÷128.0×84.0=
题目8156: 105.0×852.0=
题目8157: 241.0×187.0+702.0=
题目8158: 625.0÷877.0÷273.0=
题目8159: 797.0×76.0÷354.0=
题目8160: 769.0+581.0=
题目8161: 21.0×905.0=
题目8162: 442.0+691.0=
题目8163: 56.0+806.0-721.0=
题目8164: 619.0÷174.0=
题目8165: 876.0+432.0-358.0=
题目8166: 583.0÷708.0=
题目8167: 431.0+21.0+988.0+662.0=
题目8168: 387.0÷915.0×710.0=
题目8169: 645.0+361.0=
题目8170: 326.0+547.0+615.0=
题目8171: 702.0+890.0=
题目8172: 363.0×963.0=
题目8173: 794.0×401.0=
题目8174: 305.0×985.0=
题目8175: 585.0÷262.0=
题目8176: 44.0+53.0÷703.0=
题目8177: 658.0×955.0=
题目8178: 734.0+486.0=
题目8179: 797.0-158.0=
题目8180: 946.0×307.0=
题目8181: 540.0×384.0=
题目8182: 709.0×198.0=
题目8183: 145.0+828.0=
题目8184: 533.0+469.0=
题目8185: 405.0×65.0=
题目8186: 577.0+770.0+271.0=
题目8187: 603.0÷277.0=
题目8188: 321.0+648.0-578.0=
题目8189: 141.0÷568.0=
题目8190: 488.0-555.0+332.0=
题目8191: 963.0×435.0×575.0=
题目8192: 798.0-135.0-376.0=
题目8193: (430.0-395.0)÷962.0=
题目8194: 123.0-100.0=
题目8195: 67.0÷236.0=
题目8196: 534.0+947.0=
题目8197: 759.0-763.0+353.0=
题目8198: 540.0+421.0×402.0=
题目8199: 369.0÷51.0=
题目8200: 366.0+29.0×808.0=
题目8201: (739.0-196.0)÷48.0=
题目8202: 635.0-421.0=
题目8203: 672.0×131.0=
题目8204: 688.0+866.0=
题目8205: 749.0-511.0=
题目8206: 15.0+949.0÷12.0=
题目8207: 288.0÷337.0=
题目8208: (761.0-123.0)÷313.0=
题目8209: 262.0+196.0+146.0=
题目8210: 213.0×432.0+434.0=
题目8211: (516.0-258.0)÷308.0=
题目8212: 634.0×785.0÷66.0=
题目8213: 420.0×255.0=
题目8214: 768.0+984.0=
题目8215: 226.0×52.0=
题目8216: 792.0×654.0=
题目8217: 28.0+72.0=
题目8218: 506.0×879.0÷122.0=
题目8219: 597.0×567.0÷562.0=
题目8220: 875.0+555.0-132.0=
题目8221: 939.0+11.0=
题目8222: 659.0×191.0×87.0=
题目8223: 887.0×396.0+165.0=
题目8224: 125.0×146.0=
题目8225: 321.0+270.0+150.0+635.0=
题目8226: 818.0-721.0=
题目8227: 488.0+191.0÷116.0=
题目8228: 655.0×132.0+572.0=
题目8229: 485.0÷781.0=
题目8230: 495.0+142.0×718.0=
题目8231: (230.0-115.0)×486.0=
题目8232: 368.0×694.0+782.0=
题目8233: 632.0+611.0+962.0+630.0=
题目8234: (751.0-624.0)÷228.0=
题目8235: 493.0-274.0+308.0=
题目8236: 23.0×957.0=
题目8237: 646.0×396.0=
题目8238: 851.0÷67.0=
题目8239: 765.0÷914.0÷739.0=
题目8240: 274.0÷56.0=
题目8241: (358.0-214.0)×217.0=
题目8242: 879.0+46.0+336.0+875.0=
题目8243: 817.0-460.0=
题目8244: 110.0+264.0÷216.0=
题目8245: 311.0+69.0-489.0+828.0=
题目8246: 465.0×103.0=
题目8247: 649.0÷313.0×198.0=
题目8248: 972.0×221.0×606.0=
题目8249: (316.0-136.0)÷857.0=
题目8250: 480.0+636.0-582.0+921.0=
题目8251: 78.0+160.0=
题目8252: 616.0+321.0=
题目8253: 932.0+278.0+195.0=
题目8254: 291.0÷298.0=
题目8255: 576.0+248.0+867.0+527.0=
题目8256: 201.0×773.0=
题目8257: 416.0÷915.0=
题目8258: (862.0-367.0)×84.0=
题目8259: 161.0×409.0=
题目8260: 926.0+345.0÷336.0+864.0=
题目8261: 856.0÷412.0÷332.0=
题目8262: 451.0×590.0=
题目8263: 275.0+199.0=
题目8264: 719.0×840.0+804.0=
题目8265: 24.0+171.0=
题目8266: 277.0-317.0+290.0=
题目8267: 634.0+363.0=
题目8268: 66.0×962.0+148.0=
题目8269: 234.0×796.0=
题目8270: 714.0÷583.0=
题目8271: 304.0÷918.0×105.0=
题目8272: 741.0÷679.0×720.0=
题目8273: 244.0×347.0=
题目8274: 531.0×813.0=
题目8275: 251.0÷765.0×201.0=
题目8276: 405.0+528.0-245.0=
题目8277: 687.0÷605.0÷101.0=
题目8278: 994.0÷870.0=
题目8279: 420.0-402.0=
题目8280: 912.0+742.0=
题目8281: 805.0×443.0=
题目8282: 34.0+815.0=
题目8283: 573.0+559.0=
题目8284: 780.0×246.0=
题目8285: 128.0+939.0-556.0=
题目8286: 696.0-287.0=
题目8287: 710.0+211.0÷407.0=
题目8288: 99.0+941.0-723.0=
题目8289: 23.0+519.0÷305.0+5.0=
题目8290: 436.0÷620.0=
题目8291: 244.0÷563.0=
题目8292: 684.0÷371.0÷280.0=
题目8293: 55.0÷410.0÷329.0=
题目8294: 723.0×677.0+68.0=
题目8295: 887.0+772.0=
题目8296: 767.0÷646.0=
题目8297: 124.0×346.0=
题目8298: (965.0-513.0)×641.0=
题目8299: 366.0-70.0=
题目8300: 953.0+219.0=
题目8301: 337.0+195.0=
题目8302: 169.0+402.0=
题目8303: 625.0×10.0×850.0=
题目8304: 500.0÷739.0=
题目8305: 810.0÷196.0=
题目8306: 223.0×920.0+132.0=
题目8307: 798.0+353.0÷969.0=
题目8308: 300.0÷38.0+445.0=
题目8309: 978.0-174.0+547.0=
题目8310: 356.0÷452.0=
题目8311: 709.0÷614.0=
题目8312: 165.0-65.0=
题目8313: 102.0+469.0=
题目8314: 883.0+325.0÷211.0=
题目8315: 912.0+815.0=
题目8316: 391.0÷606.0=
题目8317: 395.0+171.0+747.0=
题目8318: 651.0-276.0=
题目8319: 972.0+343.0=
题目8320: 435.0×376.0+138.0=
题目8321: 920.0-403.0=
题目8322: 276.0+610.0÷72.0=
题目8323: 494.0÷968.0=
题目8324: 314.0-111.0=
题目8325: 261.0+440.0-101.0=
题目8326: 170.0÷645.0÷684.0=
题目8327: 759.0+528.0÷618.0=
题目8328: 896.0+342.0=
题目8329: 348.0-217.0=
题目8330: 919.0×396.0+292.0=
题目8331: 661.0-302.0=
题目8332: 612.0+702.0-211.0=
题目8333: 833.0-43.0=
题目8334: 921.0÷393.0=
题目8335: 633.0-360.0=
题目8336: 129.0÷251.0=
题目8337: 944.0+147.0=
题目8338: 441.0+833.0×293.0=
题目8339: 899.0×944.0=
题目8340: 376.0+189.0=
题目8341: 562.0÷407.0=
题目8342: 702.0+307.0×236.0=
题目8343: (639.0-326.0)÷424.0=
题目8344: 651.0+972.0÷172.0+909.0=
题目8345: 448.0-248.0=
题目8346: 236.0+118.0=
题目8347: 728.0+947.0=
题目8348: 724.0÷385.0=
题目8349: 969.0×925.0+717.0=
题目8350: (759.0-285.0)×292.0=
题目8351: 150.0+696.0=
题目8352: 558.0×305.0=
题目8353: 721.0+380.0=
题目8354: 111.0+46.0÷475.0-91.0=
题目8355: 14.0×307.0=
题目8356: 44.0×420.0÷803.0=
题目8357: 356.0÷399.0=
题目8358: 248.0+114.0+545.0=
题目8359: 905.0-450.0=
题目8360: 846.0×679.0=
题目8361: 311.0-177.0=
题目8362: 837.0-484.0=
题目8363: 500.0÷82.0=
题目8364: 679.0-131.0=
题目8365: 785.0÷179.0×513.0=
题目8366: 792.0-100.0=
题目8367: 487.0-156.0=
题目8368: 261.0×795.0=
题目8369: 310.0+45.0÷98.0-102.0=
题目8370: 659.0+979.0-22.0=
题目8371: 681.0+305.0=
题目8372: 641.0+809.0×395.0=
题目8373: 355.0÷662.0=
题目8374: (612.0-529.0)÷21.0=
题目8375: 97.0÷137.0=
题目8376: 89.0×561.0=
题目8377: 977.0-427.0=
题目8378: 325.0÷910.0+84.0=
题目8379: 271.0+76.0=
题目8380: 512.0-436.0=
题目8381: 123.0+484.0×288.0=
题目8382: 908.0×440.0=
题目8383: (748.0-44.0)×49.0=
题目8384: 317.0÷900.0=
题目8385: 296.0+525.0=
题目8386: 663.0×125.0+308.0=
题目8387: 750.0+597.0-336.0=
题目8388: 924.0+268.0÷228.0+679.0=
题目8389: 302.0+967.0×336.0=
题目8390: 29.0+724.0+487.0=
题目8391: 662.0+409.0÷445.0-304.0=
题目8392: 62.0-154.0+767.0=
题目8393: 260.0×993.0=
题目8394: 879.0×178.0÷39.0=
题目8395: 773.0-332.0=
题目8396: 430.0÷319.0=
题目8397: 665.0-96.0=
题目8398: 361.0+993.0-604.0=
题目8399: 994.0÷691.0=
题目8400: 168.0+904.0=
题目8401: (899.0-540.0)÷950.0=
题目8402: 114.0+865.0=
题目8403: 338.0+954.0=
题目8404: 150.0+990.0-76.0=
题目8405: 83.0+668.0+977.0=
题目8406: 206.0+183.0=
题目8407: 619.0×191.0÷569.0=
题目8408: 479.0×960.0=
题目8409: (552.0-267.0)×319.0=
题目8410: 971.0÷980.0=
题目8411: 424.0×797.0+94.0=
题目8412: 334.0+289.0÷798.0=
题目8413: 95.0÷313.0=
题目8414: 841.0×539.0=
题目8415: 965.0-446.0=
题目8416: 970.0-152.0+433.0=
题目8417: 325.0÷799.0=
题目8418: 267.0+549.0÷622.0=
题目8419: 477.0×88.0×108.0=
题目8420: 954.0-622.0+67.0=
题目8421: 587.0-48.0=
题目8422: 979.0+903.0÷935.0=
题目8423: 80.0+301.0=
题目8424: 731.0×64.0=
题目8425: (890.0-525.0)÷988.0=
题目8426: 837.0÷946.0÷602.0=
题目8427: 556.0×721.0=
题目8428: 317.0×417.0=
题目8429: (643.0-354.0)×521.0=
题目8430: 869.0+427.0÷796.0=
题目8431: 172.0×437.0=
题目8432: 953.0-213.0=
题目8433: 75.0÷498.0=
题目8434: 39.0÷535.0=
题目8435: 524.0×997.0=
题目8436: (925.0-276.0)÷672.0=
题目8437: 618.0÷761.0=
题目8438: 335.0+31.0×309.0=
题目8439: 271.0×696.0+264.0=
题目8440: 737.0×353.0=
题目8441: 555.0-47.0=
题目8442: 567.0+774.0=
题目8443: 876.0+883.0÷866.0×245.0=
题目8444: 859.0+968.0+648.0=
题目8445: 352.0×692.0=
题目8446: 670.0×321.0=
题目8447: 600.0×701.0+412.0=
题目8448: 82.0+477.0=
题目8449: 385.0÷463.0=
题目8450: 693.0×148.0×33.0=
题目8451: 514.0×899.0+91.0=
题目8452: 982.0+426.0+734.0=
题目8453: 585.0+772.0+437.0=
题目8454: 154.0×612.0=
题目8455: 959.0+360.0+189.0+714.0=
题目8456: 380.0-85.0=
题目8457: 839.0+810.0×115.0=
题目8458: 708.0÷217.0+167.0=
题目8459: 544.0×787.0÷753.0=
题目8460: 590.0÷53.0=
题目8461: 563.0×786.0+384.0=
题目8462: 911.0+176.0=
题目8463: 3.0+684.0+545.0=
题目8464: 965.0-538.0=
题目8465: 176.0+464.0=
题目8466: 864.0+749.0÷464.0=
题目8467: 112.0-16.0=
题目8468: 909.0×935.0=
题目8469: 482.0×523.0+861.0=
题目8470: 860.0×55.0+964.0=
题目8471: 960.0×209.0=
题目8472: 266.0÷205.0÷754.0=
题目8473: 73.0×581.0=
题目8474: 311.0+709.0+21.0+235.0=
题目8475: 948.0-719.0+252.0=
题目8476: 742.0+35.0×950.0=
题目8477: 872.0×560.0=
题目8478: 396.0+729.0+835.0=
题目8479: 588.0÷188.0÷246.0=
题目8480: 54.0+197.0=
题目8481: 560.0×944.0=
题目8482: 489.0+955.0÷422.0=
题目8483: 462.0×424.0=
题目8484: 500.0-258.0-121.0=
题目8485: (935.0-899.0)÷19.0=
题目8486: 111.0+182.0=
题目8487: 911.0÷384.0=
题目8488: 79.0×839.0=
题目8489: 402.0+609.0×421.0+545.0=
题目8490: (458.0-254.0)÷247.0=
题目8491: 625.0÷758.0=
题目8492: 136.0+909.0×574.0=
题目8493: 691.0+352.0+917.0+93.0=
题目8494: 203.0+871.0=
题目8495: 25.0+465.0=
题目8496: 869.0÷702.0×60.0=
题目8497: 234.0÷253.0=
题目8498: 687.0-136.0=
题目8499: 957.0÷995.0×297.0=
题目8500: 407.0×770.0=
题目8501: 16.0÷977.0×919.0=
题目8502: 929.0×220.0÷103.0=
题目8503: 628.0+311.0=
题目8504: 421.0÷674.0×188.0=
题目8505: 334.0-292.0=
题目8506: 91.0×491.0×806.0=
题目8507: 238.0+393.0=
题目8508: 568.0×15.0÷178.0=
题目8509: 919.0+72.0-900.0=
题目8510: 154.0÷998.0=
题目8511: 743.0÷928.0×255.0=
题目8512: 822.0÷430.0÷290.0=
题目8513: 320.0+807.0-557.0=
题目8514: 108.0÷311.0×421.0=
题目8515: 141.0+843.0÷491.0=
题目8516: 72.0×152.0=
题目8517: 657.0-454.0+241.0=
题目8518: 634.0÷881.0+875.0=
题目8519: 797.0+871.0÷290.0=
题目8520: 58.0+963.0=
题目8521: 230.0+955.0=
题目8522: 29.0+54.0=
题目8523: 713.0-356.0=
题目8524: 891.0+853.0+838.0+199.0=
题目8525: 668.0÷227.0=
题目8526: 963.0-457.0=
题目8527: 681.0-404.0=
题目8528: (703.0-94.0)×867.0=
题目8529: 559.0÷182.0÷636.0=
题目8530: 240.0×472.0=
题目8531: (530.0-390.0)×62.0=
题目8532: 546.0×787.0×254.0=
题目8533: 658.0+141.0=
题目8534: 992.0×16.0=
题目8535: 141.0×328.0÷922.0=
题目8536: 125.0+987.0-460.0=
题目8537: 346.0+810.0=
题目8538: 713.0-455.0=
题目8539: 315.0+316.0÷484.0=
题目8540: 859.0-722.0=
题目8541: 406.0+523.0=
题目8542: 854.0-98.0-14.0=
题目8543: 647.0+127.0+171.0=
题目8544: 154.0÷272.0=
题目8545: 13.0×697.0=
题目8546: 916.0×172.0=
题目8547: 796.0÷379.0=
题目8548: 920.0×247.0×882.0=
题目8549: 187.0+189.0=
题目8550: 458.0+526.0÷481.0+655.0=
题目8551: (450.0-10.0)÷583.0=
题目8552: 754.0-205.0=
题目8553: 950.0÷572.0=
题目8554: 563.0×165.0+578.0=
题目8555: 803.0+219.0×766.0=
题目8556: 218.0÷452.0=
题目8557: 601.0+2.0=
题目8558: 394.0÷316.0=
题目8559: 22.0×987.0+735.0=
题目8560: 643.0×989.0=
题目8561: 744.0×327.0=
题目8562: 106.0-69.0=
题目8563: 210.0×558.0=
题目8564: 47.0×556.0÷632.0=
题目8565: 171.0+485.0-198.0=
题目8566: 70.0-55.0=
题目8567: 944.0+881.0-774.0=
题目8568: 262.0+941.0=
题目8569: 852.0÷905.0=
题目8570: 112.0+855.0÷482.0=
题目8571: 857.0+223.0+746.0=
题目8572: 997.0×247.0=
题目8573: 845.0÷203.0=
题目8574: 412.0×308.0=
题目8575: (882.0-730.0)×604.0=
题目8576: 943.0×495.0+41.0=
题目8577: 500.0+942.0=
题目8578: 790.0-398.0=
题目8579: 198.0÷29.0÷534.0=
题目8580: 270.0×941.0=
题目8581: 337.0-35.0=
题目8582: 284.0÷457.0=
题目8583: 411.0÷300.0=
题目8584: 67.0+570.0-582.0=
题目8585: 243.0÷61.0=
题目8586: 410.0+417.0=
题目8587: 956.0+414.0+772.0=
题目8588: 260.0÷866.0÷894.0=
题目8589: 919.0+641.0+80.0=
题目8590: 755.0×357.0÷851.0=
题目8591: 321.0-247.0=
题目8592: 206.0+150.0-250.0=
题目8593: 923.0×49.0=
题目8594: 710.0+508.0÷506.0=
题目8595: 986.0×355.0×961.0=
题目8596: (909.0-46.0)÷800.0=
题目8597: 854.0+485.0=
题目8598: 821.0÷351.0=
题目8599: 98.0+857.0=
题目8600: 522.0-124.0=
题目8601: 650.0×239.0=
题目8602: 870.0×482.0+837.0=
题目8603: 139.0×228.0+162.0=
题目8604: (73.0-37.0)÷112.0=
题目8605: 253.0÷222.0÷551.0=
题目8606: 301.0-76.0=
题目8607: 106.0+702.0+198.0+411.0=
题目8608: 255.0+207.0=
题目8609: 244.0-237.0=
题目8610: 135.0+514.0=
题目8611: 465.0×792.0×366.0=
题目8612: 757.0+333.0=
题目8613: 252.0-231.0=
题目8614: 755.0+445.0=
题目8615: 891.0-341.0=
题目8616: 493.0+480.0=
题目8617: 884.0÷914.0=
题目8618: 659.0÷572.0=
题目8619: 244.0+573.0=
题目8620: 396.0-5.0=
题目8621: 357.0+489.0×534.0=
题目8622: 621.0+257.0=
题目8623: 352.0÷769.0÷974.0=
题目8624: 561.0÷222.0+835.0=
题目8625: 470.0×322.0+353.0=
题目8626: 968.0×662.0=
题目8627: (619.0-377.0)×432.0=
题目8628: 530.0÷723.0+493.0=
题目8629: 386.0+846.0÷407.0+547.0=
题目8630: 300.0-8.0=
题目8631: 289.0÷156.0=
题目8632: 278.0+709.0+108.0=
题目8633: 787.0×435.0+402.0=
题目8634: 588.0+788.0÷429.0-303.0=
题目8635: 102.0×156.0=
题目8636: 723.0-585.0=
题目8637: 833.0+311.0=
题目8638: 433.0-411.0+642.0=
题目8639: 607.0×376.0=
题目8640: 245.0-52.0=
题目8641: 385.0×897.0=
题目8642: 810.0÷488.0÷667.0=
题目8643: 442.0÷82.0+695.0=
题目8644: 557.0×629.0=
题目8645: 137.0+344.0=
题目8646: 77.0×390.0=
题目8647: 411.0÷811.0=
题目8648: 810.0×941.0=
题目8649: 691.0-185.0=
题目8650: 816.0+712.0÷383.0-379.0=
题目8651: 156.0+702.0=
题目8652: 127.0-12.0+114.0=
题目8653: 941.0×923.0×725.0=
题目8654: 251.0+220.0+360.0=
题目8655: 742.0÷521.0+608.0=
题目8656: 33.0×840.0=
题目8657: 543.0÷711.0×334.0=
题目8658: 558.0-108.0+917.0=
题目8659: (57.0-14.0)÷74.0=
题目8660: 101.0×931.0÷758.0=
题目8661: 926.0+317.0×352.0=
题目8662: 997.0+686.0×502.0=
题目8663: 117.0÷69.0=
题目8664: 101.0+533.0÷2.0-36.0=
题目8665: 621.0×429.0×965.0=
题目8666: 800.0-367.0=
题目8667: 362.0÷436.0=
题目8668: 804.0÷101.0=
题目8669: 334.0×721.0+643.0=
题目8670: 532.0÷66.0+191.0=
题目8671: 533.0×414.0+467.0=
题目8672: 186.0+844.0-628.0=
题目8673: 824.0÷252.0=
题目8674: 296.0+474.0÷910.0=
题目8675: 915.0÷909.0=
题目8676: 602.0×141.0=
题目8677: 930.0×428.0+671.0=
题目8678: 465.0+356.0=
题目8679: 874.0÷404.0=
题目8680: 416.0÷109.0=
题目8681: 384.0×891.0÷700.0=
题目8682: 980.0÷999.0=
题目8683: 242.0×980.0=
题目8684: 880.0-610.0=
题目8685: 576.0-146.0=
题目8686: 930.0-822.0+215.0=
题目8687: 203.0×427.0+277.0=
题目8688: 76.0×240.0×829.0=
题目8689: 15.0-224.0+906.0=
题目8690: 751.0+805.0-868.0=
题目8691: (785.0-466.0)÷425.0=
题目8692: 493.0+277.0=
题目8693: 259.0÷812.0÷32.0=
题目8694: 271.0×22.0=
题目8695: 415.0-392.0=
题目8696: 147.0×430.0=
题目8697: 113.0×589.0=
题目8698: 174.0+857.0=
题目8699: 54.0+663.0=
题目8700: 584.0÷264.0=
题目8701: 925.0×120.0÷979.0=
题目8702: 657.0-655.0=
题目8703: 468.0÷201.0×448.0=
题目8704: 261.0×785.0+917.0=
题目8705: 580.0×629.0×800.0=
题目8706: 485.0+310.0=
题目8707: 837.0×198.0=
题目8708: 171.0+792.0-397.0=
题目8709: 71.0+886.0=
题目8710: 854.0+148.0=
题目8711: 450.0+121.0=
题目8712: (687.0-15.0)×994.0=
题目8713: 991.0÷265.0+23.0=
题目8714: 809.0×550.0=
题目8715: 509.0-49.0=
题目8716: 774.0×297.0=
题目8717: (266.0-123.0)×838.0=
题目8718: 959.0+739.0-783.0=
题目8719: 894.0+969.0-552.0+739.0=
题目8720: 798.0÷61.0=
题目8721: 36.0+390.0=
题目8722: 721.0+537.0=
题目8723: 811.0÷586.0=
题目8724: 898.0×211.0×368.0=
题目8725: 951.0+953.0=
题目8726: 301.0+864.0÷534.0-73.0=
题目8727: 626.0×536.0=
题目8728: 206.0×708.0=
题目8729: 153.0+245.0=
题目8730: 967.0+352.0=
题目8731: 965.0÷366.0+62.0=
题目8732: 585.0+409.0=
题目8733: 541.0-359.0+771.0=
题目8734: 641.0×53.0=
题目8735: 983.0-884.0=
题目8736: 823.0-166.0=
题目8737: 420.0+76.0÷320.0=
题目8738: 234.0+898.0-117.0+643.0=
题目8739: 18.0×836.0+59.0=
题目8740: 180.0+884.0=
题目8741: (491.0-167.0)÷225.0=
题目8742: 580.0+408.0=
题目8743: 872.0+414.0-752.0=
题目8744: 747.0×495.0=
题目8745: 778.0×870.0+609.0=
题目8746: 492.0+451.0=
题目8747: 87.0-67.0=
题目8748: 808.0÷271.0=
题目8749: 254.0-457.0+355.0=
题目8750: 850.0×540.0=
题目8751: 358.0×119.0=
题目8752: 975.0-646.0=
题目8753: 354.0÷164.0=
题目8754: 787.0+275.0÷399.0=
题目8755: 860.0+607.0+233.0=
题目8756: 922.0-46.0=
题目8757: 372.0×867.0=
题目8758: 17.0+771.0-670.0=
题目8759: 611.0+839.0-308.0=
题目8760: 156.0×410.0=
题目8761: 424.0×592.0=
题目8762: 425.0+160.0+710.0=
题目8763: 388.0-282.0=
题目8764: 202.0+814.0=
题目8765: 85.0×20.0+910.0=
题目8766: 558.0÷870.0=
题目8767: 461.0÷898.0=
题目8768: 797.0-81.0=
题目8769: 655.0÷178.0=
题目8770: (920.0-816.0)×979.0=
题目8771: 653.0÷373.0=
题目8772: 60.0+899.0=
题目8773: 891.0÷440.0÷447.0=
题目8774: 333.0+66.0=
题目8775: 957.0÷904.0=
题目8776: 610.0×133.0÷792.0=
题目8777: 361.0×562.0÷215.0=
题目8778: 275.0+618.0×254.0=
题目8779: 678.0+583.0÷63.0=
题目8780: 457.0+424.0=
题目8781: 496.0+637.0=
题目8782: 964.0×372.0+842.0=
题目8783: 563.0÷129.0÷175.0=
题目8784: (782.0-197.0)÷265.0=
题目8785: 122.0×145.0=
题目8786: 949.0×413.0÷313.0=
题目8787: 583.0-486.0=
题目8788: 282.0+885.0+731.0=
题目8789: 592.0×889.0+589.0=
题目8790: 709.0÷931.0÷916.0=
题目8791: (238.0-157.0)÷57.0=
题目8792: 811.0+361.0=
题目8793: 636.0÷452.0=
题目8794: 634.0-453.0=
题目8795: 121.0÷625.0+162.0=
题目8796: 363.0×807.0+488.0=
题目8797: 774.0-190.0=
题目8798: 674.0+64.0=
题目8799: 968.0×285.0=
题目8800: 137.0-80.0=
题目8801: 930.0×998.0=
题目8802: 297.0+947.0=
题目8803: 907.0×722.0=
题目8804: 731.0+235.0=
题目8805: 63.0×644.0+176.0=
题目8806: 322.0+134.0+68.0=
题目8807: 282.0×959.0+385.0=
题目8808: 631.0+922.0÷248.0×786.0=
题目8809: 840.0-526.0=
题目8810: 540.0×222.0×389.0=
题目8811: 786.0÷253.0=
题目8812: 625.0÷265.0=
题目8813: 753.0+483.0+663.0=
题目8814: 817.0-652.0=
题目8815: 751.0-894.0+570.0=
题目8816: 463.0+14.0+644.0=
题目8817: 895.0+499.0=
题目8818: 850.0+90.0+363.0=
题目8819: 581.0-295.0=
题目8820: 10.0+826.0-645.0=
题目8821: 441.0÷400.0÷238.0=
题目8822: 208.0-100.0=
